name,color,x,y,z
"Jiang Yanggu, Wildcrafter",#008000,-15.567618370056152,25.150671005249023,-5.720945835113525
God-Eternal Rhonas,#008000,-18.3383731842041,-13.561596870422363,1.5793455839157104
Giant Growth,#008000,-28.502696990966797,16.327714920043945,9.026269912719727
Forced Landing,#008000,-34.37309646606445,1.5108327865600586,11.716036796569824
Evolution Sage,#008000,-12.495546340942383,32.38735580444336,-14.062899589538574
Courage in Crisis,#008000,12.332578659057617,2.3733468055725098,40.18516540527344
Challenger Troll,#008000,5.774557113647461,33.15055847167969,-3.3797945976257324
Centaur Nurturer,#008000,18.797794342041016,9.576619148254395,-36.24343490600586
Bond of Flourishing,#008000,9.060651779174805,3.2127935886383057,41.14228820800781
Bloom Hulk,#008000,22.64698600769043,-8.739965438842773,13.758350372314453
Band Together,#008000,21.296735763549805,30.90915870666504,-8.27020263671875
Awakening of Vitu-Ghazi,#008000,2.497798442840576,20.880300521850586,-38.44990921020508
Arlinn's Wolf,#008000,33.32716369628906,25.171764373779297,16.511077880859375
"Arlinn, Voice of the Pack",#008000,32.722312927246094,12.821552276611328,2.1246681213378906
Turret Ogre,#FF0000,10.200942039489746,-5.257594108581543,-8.62745189666748
Tibalt's Rager,#FF0000,-21.417390823364258,4.039302349090576,-10.598405838012695
"Tibalt, Rakish Instigator",#FF0000,-9.95975399017334,8.512622833251953,-2.55771803855896
Spellgorger Weird,#FF0000,-3.282114267349243,36.52914810180664,-32.569034576416016
Samut's Sprint,#FF0000,-9.990592002868652,-36.510009765625,-24.1363525390625
Raging Kronch,#FF0000,-18.155567169189453,25.81431007385254,30.45245933532715
"Neheb, Dreadhorde Champion",#FF0000,4.1734700202941895,-6.261550426483154,-37.51433181762695
Nahiri's Stoneblades,#FF0000,-28.113117218017578,5.61374568939209,24.929025650024414
Mizzium Tank,#FF0000,4.325839042663574,-30.437116622924805,-3.6056957244873047
"Krenko, Tin Street Kingpin",#FF0000,-5.044619560241699,-38.89019775390625,-29.70925521850586
Jaya's Greeting,#FF0000,-30.78840446472168,34.378074645996094,8.231192588806152
"Jaya, Venerated Firemage",#FF0000,24.26483917236328,-9.391379356384277,18.315271377563477
Invading Manticore,#FF0000,-2.3062846660614014,-9.338557243347168,2.9168479442596436
"Ilharg, the Raze-Boar",#FF0000,-10.739692687988281,19.00475311279297,-3.63159441947937
Honor the God-Pharaoh,#FF0000,5.183544158935547,-10.937374114990234,26.943286895751953
Heartfire,#FF0000,6.602725028991699,-7.972909450531006,-30.207429885864258
Grim Initiate,#FF0000,27.28241539001465,-19.894075393676758,6.740294456481934
Goblin Assault Team,#FF0000,41.59746551513672,6.485795021057129,17.43234634399414
Goblin Assailant,#FF0000,-22.278621673583984,18.70930290222168,-4.038262844085693
Finale of Promise,#FF0000,8.082036018371582,18.648664474487305,-17.061500549316406
Dreadhorde Twins,#FF0000,29.799711227416992,3.4658615589141846,17.879995346069336
Dreadhorde Arcanist,#FF0000,16.898813247680664,-14.690227508544922,7.94110107421875
Devouring Hellion,#FF0000,-16.978792190551758,-3.073674440383911,-20.557781219482422
Demolish,#FF0000,36.65104675292969,6.606374263763428,17.722951889038086
Cyclops Electromancer,#FF0000,-37.862552642822266,23.796367645263672,7.937641620635986
Chandra's Triumph,#FF0000,-31.07219696044922,34.692787170410156,1.125536561012268
Chandra's Pyrohelix,#FF0000,3.9281177520751953,-30.222280502319336,4.933736324310303
"Chandra, Fire Artisan",#FF0000,-8.193059921264648,2.804739475250244,-8.879692077636719
Chainwhip Cyclops,#FF0000,41.247520446777344,-7.004836559295654,-10.284809112548828
Burning Prophet,#FF0000,-16.04181671142578,-41.19853210449219,0.14087128639221191
Bond of Passion,#FF0000,9.86453914642334,21.13074493408203,36.65492630004883
Bolt Bend,#FF0000,4.451076984405518,9.396125793457031,26.392492294311523
Blindblast,#FF0000,4.0721282958984375,2.4657859802246094,31.955249786376953
Ahn-Crop Invader,#FF0000,17.634845733642578,3.2864060401916504,25.634902954101562
Vraska's Finisher,#000000,24.991466522216797,-11.695178985595703,11.174810409545898
Vizier of the Scorpion,#000000,-10.591233253479004,11.905165672302246,37.476158142089844
Toll of the Invasion,#000000,-12.930530548095703,3.918004274368286,7.345633506774902
Sorin's Thirst,#000000,4.824460983276367,20.294137954711914,44.00968933105469
Shriekdiver,#000000,1.126205563545227,40.21189498901367,-23.455596923828125
Ob Nixilis's Cruelty,#000000,-35.23198318481445,-31.810697555541992,17.1007137298584
"Ob Nixilis, the Hate-Twisted",#000000,0.9718421697616577,-49.732933044433594,-1.0328645706176758
Massacre Girl,#000000,31.756196975708008,2.5196845531463623,-19.357515335083008
Liliana's Triumph,#000000,10.52347183227539,16.609174728393555,28.84321403503418
"Liliana, Dreadhorde General",#000000,25.191186904907227,-8.364500999450684,17.91005516052246
Lazotep Reaver,#000000,-7.6319451332092285,11.769756317138672,-32.85236358642578
Lazotep Behemoth,#000000,-29.473665237426758,10.373032569885254,-19.332700729370117
Kaya's Ghostform,#000000,-27.980844497680664,-20.158761978149414,15.181904792785645
Herald of the Dreadhorde,#000000,12.09384536743164,13.792468070983887,-40.28571319580078
God-Eternal Bontu,#000000,-5.313099384307861,0.15214389562606812,14.32030963897705
Eternal Taskmaster,#000000,-7.716352462768555,-11.437295913696289,-17.116039276123047
Dreadhorde Invasion,#000000,34.72869110107422,-1.472459077835083,-16.95017433166504
Davriel's Shadowfugue,#000000,21.694852828979492,44.142822265625,-5.414808750152588
"Davriel, Rogue Shadowmage",#000000,17.752893447875977,2.9354429244995117,-33.2840461730957
Bond of Revival,#000000,18.023645401000977,37.44994354248047,0.08155648410320282
Bolas's Citadel,#000000,0.20803096890449524,19.035634994506836,11.51840877532959
Banehound,#000000,10.902350425720215,-4.079052925109863,16.477872848510742
Aid the Fallen,#000000,8.388580322265625,-3.763410806655884,49.26792907714844
Totally Lost,#0000FF,-28.63687515258789,-38.28040313720703,-4.035217761993408
Teferi's Time Twist,#0000FF,12.088488578796387,2.4771223068237305,40.11747741699219
Tamiyo's Epiphany,#0000FF,-18.537172317504883,4.900496959686279,14.141159057617188
Stealth Mission,#0000FF,16.91012954711914,11.648263931274414,28.85759925842285
Spellkeeper Weird,#0000FF,-17.923011779785156,-8.081313133239746,21.947444915771484
Spark Double,#0000FF,12.634027481079102,4.251514911651611,44.29156494140625
Silent Submersible,#0000FF,4.426921367645264,-15.82407283782959,-34.27927017211914
Rescuer Sphinx,#0000FF,5.180269718170166,-19.23610496520996,-39.7349853515625
Relentless Advance,#0000FF,-18.9423828125,-3.83162522315979,4.806830883026123
No Escape,#0000FF,-33.299922943115234,-28.435392379760742,-17.57206153869629
Naga Eternal,#0000FF,-28.620771408081055,13.306253433227539,-8.37075424194336
Lazotep Plating,#0000FF,7.398684501647949,7.834339141845703,21.59381675720215
Kiora's Dambreaker,#0000FF,9.911226272583008,16.16773223876953,13.421332359313965
Kasmina's Transmutation,#0000FF,28.793502807617188,29.732952117919922,-0.5934572219848633
"Kasmina, Enigmatic Mentor",#0000FF,-14.42059326171875,-8.430557250976562,38.06336212158203
Jace's Triumph,#0000FF,24.86874008178711,-37.838260650634766,-3.7053580284118652
"Jace, Wielder of Mysteries",#0000FF,11.276185989379883,32.057186126708984,9.47745418548584
God-Eternal Kefnet,#0000FF,33.08238983154297,-7.97416353225708,-10.080428123474121
Flux Channeler,#0000FF,-15.354049682617188,-7.280440330505371,42.34486770629883
"Fblthp, the Lost",#0000FF,36.593833923339844,-7.147668838500977,-14.266467094421387
Eternal Skylord,#0000FF,-6.083495616912842,-17.13738250732422,23.72897720336914
Erratic Visionary,#0000FF,-46.65378189086914,5.9491190910339355,-20.371776580810547
Crush Dissent,#0000FF,33.68012619018555,14.669300079345703,-15.896492958068848
Contentious Plan,#0000FF,9.256776809692383,45.80917739868164,17.206392288208008
Bond of Insight,#0000FF,-0.10738208144903183,-18.153823852539062,-12.272758483886719
Augur of Bolas,#0000FF,-5.226944923400879,14.879434585571289,-40.35131072998047
War Screecher,#FFFFFF,-31.97414779663086,-5.428170680999756,-3.528895139694214
Wanderer's Strike,#FFFFFF,6.550122261047363,-18.336381912231445,-3.7728893756866455
The Wanderer,#FFFFFF,13.898527145385742,-18.087934494018555,5.49785041809082
Topple the Statue,#FFFFFF,22.751001358032227,8.91289234161377,-42.63223648071289
"Tomik, Distinguished Advokist",#FFFFFF,-17.83683967590332,-5.058339595794678,-29.969371795654297
Teyo's Lightshield,#FFFFFF,43.343589782714844,-1.7517099380493164,-27.684309005737305
"Teyo, the Shieldmage",#FFFFFF,-12.640509605407715,6.762081146240234,14.94424819946289
Sunblade Angel,#FFFFFF,-6.993764400482178,-37.96397399902344,4.192273139953613
Single Combat,#FFFFFF,-10.826285362243652,25.761398315429688,7.546523094177246
Rising Populace,#FFFFFF,-11.759905815124512,-12.858795166015625,12.68780517578125
Ravnica at War,#FFFFFF,-9.874463081359863,-11.570314407348633,33.882137298583984
Rally of Wings,#FFFFFF,15.857992172241211,-15.38218879699707,4.9967474937438965
Pouncing Lynx,#FFFFFF,3.27022647857666,-18.518508911132812,8.006057739257812
Parhelion II,#FFFFFF,-28.2954044342041,-11.572798728942871,-18.365209579467773
Martyr for the Cause,#FFFFFF,-0.5788984298706055,-13.993241310119629,-3.169846534729004
Makeshift Battalion,#FFFFFF,45.5833625793457,-4.642560958862305,-11.834358215332031
Loxodon Sergeant,#FFFFFF,-23.10902976989746,-2.932616949081421,27.169506072998047
Law-Rune Enforcer,#FFFFFF,-29.74022102355957,-14.276116371154785,-1.1308765411376953
Ignite the Beacon,#FFFFFF,17.5821475982666,10.117925643920898,12.053821563720703
Grateful Apparition,#FFFFFF,24.418899536132812,-13.088288307189941,-4.673962593078613
Gideon's Triumph,#FFFFFF,-7.20891809463501,-15.950749397277832,32.93912887573242
Defiant Strike,#FFFFFF,-7.037709712982178,-37.65258026123047,-1.2692904472351074
Bulwark Giant,#FFFFFF,-12.107870101928711,-4.1143012046813965,-46.92245864868164
Bond of Discipline,#FFFFFF,25.404315948486328,-13.411514282226562,3.614410400390625
Ajani's Pridemate,#FFFFFF,-6.020196914672852,5.436063766479492,4.861240386962891
Huatli's Raptor,#FFD700,4.778270244598389,-39.41596603393555,22.06035041809082
"Karn, the Great Creator",#777777,21.556373596191406,-18.268266677856445,11.587627410888672
Mox Opal,#777777,-15.456156730651855,1.6715346574783325,-25.774267196655273
Mirri's Guile,#008000,34.21907043457031,7.527554512023926,-15.160181999206543
Cast Down,#000000,14.599722862243652,9.189828872680664,-7.836666107177734
Gate Colossus,#777777,-25.103214263916016,-9.14893913269043,13.601286888122559
Rakdos Firewheeler,#FFD700,-30.06492042541504,6.056751728057861,-32.24131774902344
"Lavinia, Azorius Renegade",#FFD700,30.9108829498291,-6.674973964691162,12.182226181030273
Simic Ascendancy,#FFD700,-18.14261245727539,-33.01088333129883,9.020683288574219
Ooze,#008000,-21.596660614013672,17.896020889282227,-7.32834005355835
Wurm,#008000,-36.229312896728516,21.451574325561523,-22.205188751220703
Saproling,#008000,-38.765071868896484,12.903082847595215,-17.331398010253906
Goblin,#FF0000,-33.27149200439453,12.871413230895996,-10.060895919799805
Dragon,#FF0000,6.842577934265137,-40.79621505737305,14.4617338180542
Cleric,#FFD700,-9.440566062927246,36.50160598754883,1.8328900337219238
Bat,#000000,7.266658782958984,-44.20177459716797,13.56016731262207
Spirit,#FFFFFF,8.155579566955566,-40.05933380126953,9.254281997680664
Bird,#FFD700,7.0887956619262695,-36.62382888793945,8.008951187133789
Simic Growth Chamber,#FFD700,5.8726935386657715,38.774635314941406,-20.505937576293945
Simic Signet,#FFD700,17.336912155151367,-43.362152099609375,11.003089904785156
Zameck Guildmage,#FFD700,-11.511724472045898,-10.407180786132812,-34.24467849731445
Vorel of the Hull Clade,#FFD700,41.806060791015625,-9.291664123535156,26.290624618530273
Voidslime,#FFD700,-4.325491428375244,-31.75111961364746,4.796095371246338
Urban Evolution,#FFD700,7.187441825866699,11.260107040405273,-41.486019134521484
Trygon Predator,#FFD700,-11.494856834411621,15.498103141784668,-30.75592041015625
Simic Sky Swallower,#FFD700,30.90277671813965,-7.482329368591309,-13.30742359161377
Progenitor Mimic,#FFD700,-13.229106903076172,-13.869307518005371,7.9175801277160645
Plaxcaster Frogling,#FFD700,-1.0028266906738281,0.6879550814628601,0.38440215587615967
Omnibian,#FFD700,9.618168830871582,17.018617630004883,-5.822626113891602
Nimbus Swimmer,#FFD700,30.030569076538086,-10.168241500854492,-17.467140197753906
"Momir Vig, Simic Visionary",#FFD700,-19.89471435546875,2.3164401054382324,5.131796836853027
Fathom Mage,#FFD700,-17.945161819458008,-30.699138641357422,-15.689375877380371
Experiment Kraj,#FFD700,20.54353141784668,23.60185432434082,25.196807861328125
Elusive Krasis,#FFD700,27.878889083862305,16.994205474853516,-21.759449005126953
Coiling Oracle,#FFD700,7.699578285217285,-12.42002010345459,44.31377410888672
Vinelasher Kudzu,#008000,17.8503360748291,-14.862165451049805,0.30743372440338135
Miming Slime,#008000,9.640419006347656,20.774682998657227,-4.881367206573486
Gyre Sage,#008000,-26.125091552734375,18.192462921142578,27.98928451538086
Experiment One,#008000,-1.5259250402450562,40.46923065185547,9.641962051391602
Cytoplast Root-Kin,#008000,8.560772895812988,20.025556564331055,0.18653512001037598
Rapid Hybridization,#0000FF,-9.914464950561523,39.5960693359375,-10.943938255310059
Cloudfin Raptor,#0000FF,8.337334632873535,-11.644646644592285,-33.38475036621094
"Zegana, Utopian Speaker",#FFD700,6.677523136138916,-12.931876182556152,3.5277063846588135
Gruul Turf,#FFD700,-9.656441688537598,2.285438299179077,15.470767974853516
Gruul Signet,#FFD700,12.52523136138916,4.5694966316223145,-28.047685623168945
Zhur-Taa Swine,#FFD700,15.275943756103516,-2.3779165744781494,-32.65448760986328
Zhur-Taa Druid,#FFD700,-6.544539928436279,35.05900192260742,23.959699630737305
"Ulasht, the Hate Seed",#FFD700,-7.781494617462158,27.386810302734375,-15.60653018951416
Scab-Clan Mauler,#FFD700,22.78963851928711,-3.8057169914245605,-34.94869613647461
Savageborn Hydra,#FFD700,7.700854301452637,-2.449589967727661,-36.19807052612305
Savage Twister,#FFD700,34.296485900878906,19.030410766601562,-14.913466453552246
Rumbling Slum,#FFD700,15.42618179321289,-14.681453704833984,-14.835357666015625
Rubblehulk,#FFD700,19.22199058532715,-39.753082275390625,-0.37589022517204285
Rubblebelt Raiders,#FFD700,6.310489654541016,-11.2999267578125,-37.39548873901367
Pit Fight,#FFD700,-28.751684188842773,-8.538137435913086,-33.98027801513672
Gruul Charm,#FFD700,-7.175169467926025,34.20265579223633,-27.55586814880371
Giant Solifuge,#FFD700,36.963680267333984,0.674455463886261,-1.7185901403427124
Ghor-Clan Rampager,#FFD700,16.701480865478516,-12.022943496704102,-16.747913360595703
Burning-Tree Shaman,#FFD700,3.0018351078033447,-6.738242149353027,-43.48014450073242
Burning-Tree Emissary,#FFD700,-4.356730937957764,-12.941191673278809,-29.157381057739258
Borborygmos,#FFD700,17.815149307250977,2.9584240913391113,1.3642665147781372
Wurmweaver Coil,#008000,4.842185020446777,-9.447835922241211,10.28713321685791
Wasteland Viper,#008000,11.698474884033203,-15.172497749328613,-10.752902030944824
Skarrgan Pit-Skulk,#008000,8.026256561279297,-43.02299118041992,28.10869598388672
Protean Hulk,#008000,26.579143524169922,1.053191065788269,1.906465768814087
Birds of Paradise,#008000,-20.514453887939453,-15.473093032836914,40.24277114868164
Skarrgan Firebird,#FF0000,-8.400419235229492,31.88994789123535,29.96851348876953
"Ruric Thar, the Unbowed",#FFD700,19.039873123168945,39.7584342956543,1.2655110359191895
Rakdos Carnarium,#FFD700,-1.5460621118545532,-14.104671478271484,18.671897888183594
Rakdos Signet,#FFD700,17.68783950805664,18.605655670166016,6.874340534210205
Rakdos Keyrune,#FFD700,-0.1575293391942978,-1.2859777212142944,-31.87932586669922
Wrecking Ball,#FFD700,30.242359161376953,15.535155296325684,-26.892759323120117
Riot Spikes,#FFD700,-1.2196794748306274,1.321757197380066,0.4473675787448883
Rakdos's Return,#FFD700,-37.673763275146484,-17.247926712036133,-15.834074020385742
Rakdos the Defiler,#FFD700,-21.114442825317383,-19.716066360473633,-5.487405776977539
Rakdos Shred-Freak,#FFD700,16.333763122558594,42.478660583496094,-2.7976062297821045
Rakdos Guildmage,#FFD700,-23.391300201416016,-28.295198440551758,-2.610912322998047
Rakdos Charm,#FFD700,3.764233350753784,-31.015037536621094,0.16298829019069672
Rakdos Cackler,#FFD700,42.8670654296875,-14.919035911560059,-15.95317554473877
Master of Cruelties,#FFD700,34.133506774902344,-17.044450759887695,-27.355091094970703
"Lyzolda, the Blood Witch",#FFD700,-7.816493988037109,-6.572688579559326,1.6353535652160645
Jagged Poppet,#FFD700,-5.890017032623291,11.702140808105469,-14.369888305664062
Dreadbore,#FFD700,44.96039962768555,-22.89809226989746,5.74884557723999
Carnival Hellsteed,#FFD700,-23.935728073120117,-3.1776318550109863,41.21635818481445
Avatar of Discord,#FFD700,-12.706888198852539,26.824796676635742,6.981999397277832
Auger Spree,#FFD700,3.597240447998047,8.715518951416016,18.38549041748047
Utvara Hellkite,#FF0000,5.73800802230835,-25.125133514404297,20.137996673583984
Splatter Thug,#FF0000,0.7998917698860168,-20.403297424316406,-15.223247528076172
Rakdos Pit Dragon,#FF0000,16.352060317993164,-8.948797225952148,23.394731521606445
Demonfire,#FF0000,-26.801494598388672,19.342117309570312,10.388399124145508
Cackling Flames,#FF0000,29.255809783935547,-20.716434478759766,25.63899040222168
Thrill-Kill Assassin,#000000,-9.029338836669922,20.272939682006836,15.157905578613281
Crypt Champion,#FFD700,37.43561935424805,-10.777508735656738,-11.043135643005371
"Rakdos, Lord of Riots",#FFD700,-5.305613994598389,-49.1923942565918,5.620151519775391
Orzhov Basilica,#FFD700,43.70433807373047,12.106371879577637,-15.92287826538086
Orzhov Signet,#FFD700,-14.68308162689209,-34.303253173828125,-13.494558334350586
Vizkopa Guildmage,#FFD700,3.1454250812530518,42.280982971191406,13.018218994140625
Treasury Thrull,#FFD700,-29.66693687438965,-27.06897735595703,-4.8111982345581055
Sin Collector,#FFD700,-18.779142379760742,22.298120498657227,-24.017574310302734
Pillory of the Sleepless,#FFD700,28.30941390991211,-30.843015670776367,-15.877335548400879
Orzhov Pontiff,#FFD700,-1.3170498609542847,-29.67620086669922,35.2063102722168
Orzhov Charm,#FFD700,12.736153602600098,-45.79147720336914,5.197427272796631
One Thousand Lashes,#FFD700,6.6770453453063965,-27.752971649169922,-14.991710662841797
Ghost Council of Orzhova,#FFD700,-29.47075080871582,28.5192928314209,1.1291441917419434
Debtors' Knell,#FFD700,7.762520790100098,2.147411823272705,-20.8526554107666
Deathpact Angel,#FFD700,20.43307876586914,5.020901203155518,36.993431091308594
Angel of Despair,#FFD700,18.91758155822754,-8.109349250793457,-19.628690719604492
Ultimate Price,#000000,7.7078633308410645,-7.411840915679932,-35.61713790893555
Stab Wound,#000000,-14.647509574890137,22.177078247070312,21.52861785888672
Skeletal Vampire,#000000,10.696497917175293,-19.087709426879883,3.869041681289673
Pontiff of Blight,#000000,21.927175521850586,3.6697824001312256,-10.895129203796387
Plagued Rusalka,#000000,11.063780784606934,8.185996055603027,10.926959991455078
Keening Banshee,#000000,36.8000373840332,-22.4657039642334,-8.049461364746094
Martyred Rusalka,#FFFFFF,12.49078369140625,26.08951759338379,-29.105899810791016
Belfry Spirit,#FFFFFF,12.842669486999512,26.712726593017578,-27.37350082397461
"Teysa, Orzhov Scion",#FFD700,-16.51332664489746,0.6747764348983765,-49.055335998535156
Azorius Chancery,#FFD700,-17.263303756713867,24.170970916748047,39.86906051635742
Azorius Signet,#FFD700,24.052082061767578,-40.879512786865234,13.690714836120605
Azorius Keyrune,#FFD700,17.961069107055664,-41.57716369628906,-5.256563663482666
Windreaver,#FFD700,-18.406583786010742,27.391551971435547,13.726184844970703
Sphinx's Revelation,#FFD700,-15.24680233001709,19.667884826660156,1.6613373756408691
Skymark Roc,#FFD700,6.956004619598389,12.523948669433594,-25.62896728515625
Sky Hussar,#FFD700,3.851095199584961,-8.174299240112305,13.053922653198242
Render Silent,#FFD700,-29.979076385498047,-12.160792350769043,9.414416313171387
Pride of the Clouds,#FFD700,-24.822465896606445,-9.822830200195312,-2.415065288543701
Lyev Skyknight,#FFD700,-26.539424896240234,-7.115056991577148,12.772191047668457
Lavinia of the Tenth,#FFD700,33.0040283203125,27.120508193969727,-24.17055892944336
Judge's Familiar,#FFD700,-36.89166259765625,-7.841124534606934,13.967852592468262
Isperia the Inscrutable,#FFD700,14.466060638427734,-12.333793640136719,46.88740158081055
Dramatic Rescue,#FFD700,4.248511791229248,-1.373277187347412,-12.753044128417969
Dovescape,#FFD700,-35.85060501098633,-6.119248390197754,-7.5328264236450195
Detention Sphere,#FFD700,-0.7995144128799438,-7.2989702224731445,-20.555456161499023
Azorius Guildmage,#FFD700,26.0908260345459,-13.189156532287598,2.6663389205932617
Azorius Charm,#FFD700,-11.293822288513184,28.093412399291992,9.531190872192383
Archon of the Triumvirate,#FFD700,-6.47719669342041,10.166526794433594,-20.448713302612305
Hover Barrier,#0000FF,-11.101869583129883,-40.676883697509766,3.13919734954834
Court Hussar,#FFD700,-14.402592658996582,13.132636070251465,3.723597288131714
